belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,release_year,return,day_of_week
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",15531,en,"Bumbling R&D inventors Bruce and Lloyd get out of the lab and into the field as they search to locate their latest invention - which has somehow gone missing. When you're used to spending your day inventing the most cutting edge spy equipment known to man, adapting the stealth and guile needed to become a true secret agent doesn't come naturally. Unfortunately the invisibility cloak that the pair recently collaborated on has disappeared, and in order to ensure that it doesn't fall into the hands of KAOS they will have to master the skills of a true spy. But how exactly does one find an object that's invisible to begin with? As the search gets underway, these brainy inventors are given an eye-opening crash course in high-level espionage.",3.697948,"['Mosaic Media Group', 'Mad Chance', 'Warner Premiere']",['United States of America'],2008-07-01,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Loved Get Smart? Get more!,Get Smart's Bruce and Lloyd Out of Control,5.3,2008,0.0,martes
,0.0,[],53061,en,"It was a brutal murder that sent deranged psychopath Martin Kagan to prison. It was a naive deputy warden that granted him a stay of execution. Now, the police department's tactical defence instructor, John Lomax, wants revenge for his beloved sister's death.",0.12784,[],[],1995-08-15,0.0,92.0,[],Released,Judge. Jury. Executioner.,The Expert,5.7,1995,0.0,martes
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",12590,en,"In the dark silence of the sea during World War II, the submarine U.S.S. Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fear that lurk just below the surface of the ocean.",11.19785,"['Dimension Films', 'Protozoa Pictures']",['United States of America'],2002-10-11,605562.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Six hundred feet beneath the surface terror runs deep,Below,6.0,2002,inf,viernes
['Vampires Collection'],0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",49597,fr,An American muay-thai fighter in Thailand must join forces with a group of vampire hunters to track down and kill a vampire lord who has kidnapped his gilfriend.,0.918841,[],['United States of America'],2005-01-02,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From the one ... Came the many.,Vampires: The Turning,3.4,2005,0.0,domingo
,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",52315,en,An American tourist (Kimberley Kates) lands in a Slavic prison run by a twisted woman (Brigitte Nielsen) and the U.S. ambassador (Paul Koslo).,2.381582,"['New Line Cinema', 'North American Pictures', 'Excalibur Pictures', 'Public 21 Cinema']","['Canada', 'Czech Republic']",1993-08-25,0.0,99.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"In prison, no one cares if you scream!",Chained Heat 2,3.9,1993,0.0,miércoles
,0.0,"[{'id': 18, 'name': 'Drama'}]",89993,en,"Scalli is a gangster who manages women wrestlers as a front for his bookmaking, drug, and prostitution rackets. He trusts the wrong people and ends up trying to run away from both the police and mysterious mob boss Mr. Big, to whom he owes $35,000.",0.072597,"['Arena Productions', 'Screen Classics (II)']",['United States of America'],1951-03-05,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THE STRANGE LOVE LIFE OF A WRESTLING GAL,Racket Girls,1.0,1951,0.0,lunes
,6200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",341895,ml,"Three stages in George's life, and three girls he encounters in each stage.",0.81609,['Anwar Rasheed Entertainment'],['India'],2015-05-29,11000000.0,165.0,"[{'iso_639_1': 'ml', 'name': ''}, {'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,Love,Premam,6.4,2015,1.7741935483870968,viernes
,2000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",123103,es,Mayhem and death follow when an earthquake traps a group of tourists in a Chilean town.,8.367858,"['Cross Creek Pictures', 'Dragonfly Entertainment', 'Vertebra Films', 'Sobras Producciones']","['Chile', 'United States of America']",2012-09-12,58510.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The only thing more terrifying than Mother Nature is human nature.,Aftershock,5.3,2012,0.029255,miércoles
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",44297,en,"When an African dictator jails her husband, Shandurai goes into exile in Italy, studying medicine and keeping house for Mr. Kinsky, an eccentric English pianist and composer. She lives in one room of his Roman palazzo. He besieges her with flowers, gifts, and music, declaring passionately that he loves her, would go to Africa with her, would do anything for her. ""What do you know of Africa?,"" she asks, then, in anguish, shouts, ""Get my husband out of jail!"" The rest of the film plays out the implications of this scene and leaves Shandurai with a choice.",5.435716,"['Mediaset', 'Fiction Films', 'Navert Film']","['Italy', 'United Kingdom']",1998-09-14,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'sw', 'name': 'Kiswahili'}]",Released,Touched by Genius. Cursed by Madness. Blinded by Love.,Besieged,7.2,1998,0.0,lunes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",25738,en,A crook on the run hides out in an innocent girl's apartment.,2.024833,['Roberts Pictures Inc.'],['United States of America'],1951-06-19,0.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,DYNAMITE hits the screen with their kind of love!,He Ran All The Way,6.3,1951,0.0,martes
,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",251232,en,"After weeks of traveling through Europe, the immature William finds himself in Copenhagen, the place of his father’s birth. He befriends the youthful Effy, who works in William’s hotel as part of an internship program, and they set off to find William’s last living relative. Effy’s mix of youthful exuberance and wisdom challenges William unlike any  woman ever has. As the attraction builds, he must come to grips with destabilizing elements of his family’s sordid past.",4.304458,"['Heretic Films', 'Scorched Films', 'Fidelio']","['Denmark', 'United States of America']",2014-10-03,0.0,98.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"When the girl of your dreams is half your age, it's time to grow up.",Copenhagen,6.6,2014,0.0,viernes
,37000000.0,"[{'id': 35, 'name': 'Comedy'}]",12153,en,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.",7.723341,"['Columbia Pictures', 'Revolution Studios', 'Wayans Bros. Entertainment', 'Gone North Productions']",['United States of America'],2004-06-23,113086475.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They're going deep undercover.,White Chicks,6.3,2004,3.056391216216216,miércoles
,60000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",77174,en,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",10.425038,"['Focus Features', 'Laika Entertainment']",['United States of America'],2012-08-03,107139399.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's all fun and games until someone raises the dead.,ParaNorman,6.7,2012,1.78565665,viernes
,44000000.0,"[{'id': 18, 'name': 'Drama'}]",37950,en,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",6.273131,"['Universal Pictures', 'Marc Platt Productions', 'Relativity Media']",['United States of America'],2010-05-01,48190704.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life is for living.,Charlie St. Cloud,6.8,2010,1.0952432727272727,sábado
['Shiloh Collection'],0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",77946,en,"After young Marty Peterson rescued Shiloh from his abusive owner, Judd Travers, he thought his troubles were over. But when Judd starts threatening to take ""his"" dog back, Marty is afraid of losing the best friend he's ever had. Even after Shiloh's keen senses help save Judd's life, the old man refuses to mend his mean-spirited ways, convincing everyone in town he's just too nasty to change. Now, in a long-short gamble to keep the dog he loves, Marty sets out to prove that just like a mistreated animal, a man filled with hate can be healed by the power of kindness.",0.530506,"['Utopia Pictures', 'Beagle II Productions']","['United Kingdom', 'United States of America']",1999-07-02,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Saving his best friend was only the beginning.,Shiloh 2: Shiloh Season,6.2,1999,0.0,viernes
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",226268,en,"Film follows two friends attempting to rob a petrol station, but are so useless that they end up working there all night.",1.184523,['Urban Way Productions'],['United Kingdom'],2015-10-02,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Night. Two Men. Three Hostages... No Clue.,Convenience,5.5,2015,0.0,viernes
,1000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",11533,en,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils.",6.222085,"['Columbia Pictures Corporation', 'Morningside Productions', 'The Criterion Collection']","['United Kingdom', 'United States of America']",1963-06-19,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Greatest Odyssey Of The Ages - for the first time on the screen,Jason and the Argonauts,7.1,1963,0.0,miércoles
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",308409,da,"Erik, a lecturer in architecture, inherits his father’s large old house in Hellerup, north of Copenhagen. His wife Anna, a well-known television newscaster, suggests that they invite their friends to come and live with them. In this way she hopes to evade the boredom that has begun to seep into their marriage. Before long, a dozen women, men and children move into the country house, make collective decisions, engage in discussions and go swimming together in the nearby Øresund strait. They also rub each other up the wrong way on account of their smaller and larger idiosyncrasies. Their fragile equilibrium threatens to come undone when Erik falls in love with his student Emma and the young woman moves into the house. Fourteen-year-old Freja, daughter of Erik and Anna, aloofly observes these goings-on and seeks her own way.",5.566138,"['Zentropa Entertainments', 'Det Danske Filminstitut', 'Danmarks Radio (DR)', 'Topkapi Films', 'Toolbox Film', 'Film Väst']","['Denmark', 'Netherlands', 'Sweden']",2016-01-14,0.0,111.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,You Choose Your Family,The Commune,6.6,2016,0.0,jueves
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",49261,en,"Danny, a respected cop, is setup after an investigation goes wrong. While laying low in his new jail cell, Danny is forced to get involved in the inmates underground cage fighting circuit. With the help of Irving, a former mixed martial arts champion, Danny devises a scheme to bring justice and innocence to his family's name, if he can get out of the cage alive.",1.110275,['Deco Entertainment'],['United States of America'],2010-11-09,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He rules the streets from inside...,Locked Down,4.1,2010,0.0,martes
,0.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",151911,en,A simple peasant is forced to take up arms to defend his farm during the Spanish Civil War. Along the way he falls in love with Russian whose father is involved in espionage.,0.69411,"['United Artists', 'Walter Wanger Productions']",['United States of America'],1938-06-17,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Romance under Fire!,Blockade,0.0,1938,0.0,viernes
